
우리나라기후평년값
[검색조건]
검색구분 : 일별평년값
, 지점명 : 전체
, 기간 : 1991~2020년 06월 25일~07월 25일
지점명,지점번호,일시,평균기온(°C),최고기온(°C),최저기온(°C),강수량(mm),습도(%),일조시간(hr),전운량(1/10),소형증발량(mm),현지기압(hPa),해면기압(hPa),평균풍속(m/sec)
당진,616,07-03,      23.1,      27.6,      20.2,      11.2,,,,,,,       2.0
청양,618,07-03,      23.5,      28.0,      19.8,      13.5,,,,,,,       1.2
음성,619,07-03,      23.5,      28.5,      19.5,      12.2,,,,,,,       1.4
증평,623,07-03,      23.9,      28.8,      20.2,      11.8,,,,,,,       1.1
태안,627,07-03,      23.2,      27.1,      20.4,      12.2,,,,,,,       1.8
예산,628,07-03,      24.2,      28.8,      20.9,      10.8,,,,,,,       1.9
아산,634,07-03,      23.9,      28.6,      20.8,      10.3,,,,,,,       1.9
계룡,636,07-03,      23.3,      27.9,      19.9,      14.7,,,,,,,       1.1
오월드,642,07-03,      24.7,      29.2,      21.4,      12.8,,,,,,,       1.2
세천,643,07-03,      23.8,      28.5,      20.2,      13.2,,,,,,,       1.0
장동,648,07-03,      24.0,      28.4,      20.5,      12.7,,,,,,,       1.1
부평,649,07-03,      23.9,      29.1,      20.0,      12.9,,,,,,,       0.5
연천청산,652,07-03,      24.1,      29.1,      20.1,      10.5,,,,,,,       1.1
양양,670,07-03,      22.9,      26.6,      19.9,      11.3,,,,,,,       2.0
사북,674,07-03,      19.6,      24.2,      16.0,      18.9,,,,,,,       2.6
무안,699,07-03,      23.6,      27.1,      20.8,      13.4,,,,,,,       1.9
무주,701,07-03,      22.9,      27.8,      19.2,      14.8,,,,,,,       1.2
익산,702,07-03,      24.3,      28.5,      21.3,      15.1,,,,,,,       1.6
진안,703,07-03,      22.4,      26.6,      19.0,      18.0,,,,,,,       1.4
담양,706,07-03,      23.9,      27.7,      20.8,      16.3,,,,,,,       1.7
광산,708,07-03,      24.4,      28.4,      21.1,      13.8,,,,,,,       1.8
구례,709,07-03,      24.5,      29.0,      21.2,      14.8,,,,,,,       1.2
나주,710,07-03,      24.2,      28.3,      21.3,      13.8,,,,,,,       1.6
순천시,712,07-03,      24.1,      27.8,      21.6,      14.2,,,,,,,       1.4
광양읍,713,07-03,      24.1,      28.3,      21.2,      13.6,,,,,,,       0.9
조선대,722,07-03,      24.3,      28.1,      21.3,      14.6,,,,,,,       1.7
거문도,723,07-03,      22.8,      25.5,      21.0,      10.7,,,,,,,       3.1
추자도,724,07-03,      22.6,      24.9,      20.7,       9.8,,,,,,,       3.6
장성,730,07-03,      23.8,      28.0,      20.7,      15.9,,,,,,,       1.7
영암,731,07-03,      24.1,      27.9,      21.4,      12.7,,,,,,,       2.1
보성,732,07-03,      22.7,      26.6,      20.0,      13.5,,,,,,,       1.8
완주,734,07-03,      24.4,      29.0,      20.9,      17.0,,,,,,,       1.6
김제,737,07-03,      24.3,      28.7,      21.5,      13.8,,,,,,,       2.2
화순,741,07-03,      24.0,      28.3,      21.0,      15.8,,,,,,,       0.9
함평,754,07-03,      24.2,      27.9,      21.3,      14.2,,,,,,,       1.8
곡성,768,07-03,      24.0,      28.5,      20.7,      14.3,,,,,,,       1.2
성판악,782,07-03,      20.7,      24.1,      17.8,      18.5,,,,,,,       2.5
풍암,788,07-03,      24.4,      28.6,      21.3,      17.0,,,,,,,       1.2
압해도,789,07-03,      23.3,      26.7,      21.0,      12.5,,,,,,,       2.7
영양,801,07-03,      22.3,      27.2,      18.7,      10.5,,,,,,,       1.3
성주,810,07-03,      24.4,      29.0,      20.7,      12.0,,,,,,,       1.3
고령,812,07-03,      24.2,      28.5,      20.6,      12.7,,,,,,,       1.1
청도,813,07-03,      24.4,      29.0,      20.8,      11.7,,,,,,,       1.5
예천,815,07-03,      23.5,      28.5,      19.6,      11.5,,,,,,,       1.1
김천,822,07-03,      24.3,      29.4,      20.2,      11.3,,,,,,,       0.8
군위,823,07-03,      23.9,      29.3,      19.9,       9.7,,,,,,,       1.3
칠곡,825,07-03,      24.7,      29.2,      21.2,      11.0,,,,,,,       1.8
경산,827,07-03,      25.1,      30.0,      21.5,      11.9,,,,,,,       1.8
달성,828,07-03,      24.9,      29.6,      21.5,      11.8,,,,,,,       1.8
대구서구,846,07-03,      25.1,      29.7,      21.5,      10.4,,,,,,,       1.8
신암,860,07-03,      25.1,      29.3,      21.6,       9.4,      74.0,       4.1,       7.5,,     999.2,    1006.0,       2.1
완산,864,07-03,      24.7,      29.0,      21.4,      13.2,      80.3,       3.5,       7.8,       3.0,     999.1,    1005.3,       1.8
삼척,876,07-03,      22.8,      26.3,      20.0,      12.3,,,,,,,       1.7
울기,901,07-03,      21.0,      24.1,      19.1,       9.4,,,,,,,       2.9
삼천포,907,07-03,      23.3,      26.7,      21.3,      12.6,,,,,,,       1.7
영도,910,07-03,      21.5,      24.3,      19.7,      14.0,,,,,,,       3.6
고성,918,07-03,      24.0,      27.6,      21.4,      12.5,,,,,,,       2.3
창녕,919,07-03,      25.1,      29.6,      21.6,      11.9,,,,,,,       2.0
함안,920,07-03,      24.4,      29.3,      21.1,      12.9,,,,,,,       1.4
가덕도,921,07-03,      22.4,      25.7,      20.5,      10.2,,,,,,,       3.7
기장,923,07-03,      23.1,      27.0,      20.4,      12.8,,,,,,,       1.7
간절곶,924,07-03,      21.1,      23.6,      19.1,      11.1,,,,,,,       3.8
하동,932,07-03,      24.6,      28.8,      21.5,      15.0,,,,,,,       1.3
해운대,937,07-03,      22.9,      26.5,      20.5,      12.5,,,,,,,       2.4
부산진,938,07-03,      24.1,      27.8,      21.5,      14.1,,,,,,,       2.1
동래,940,07-03,      24.1,      28.0,      21.5,      13.7,,,,,,,       1.9
북구,941,07-03,      23.9,      27.5,      21.3,      12.9,,,,,,,       2.2
부산남구,942,07-03,      23.6,      26.9,      21.4,      13.5,,,,,,,       2.1
정자,949,07-03,      23.2,      27.1,      19.6,      11.7,,,,,,,       2.0
속초,90,07-04,      22.4,      25.9,      19.5,       9.2,      82.4,       5.6,,,    1003.1,    1005.2,       2.0
철원,95,07-04,      23.1,      27.7,      19.0,       8.8,      79.1,       5.4,,,     987.4,    1005.0,       1.8
동두천,98,07-04,      23.6,      28.7,      19.8,      10.7,      77.6,       4.9,,,     992.1,    1004.8,       1.4
파주,99,07-04,      23.2,      28.1,      19.5,      11.5,      82.6,       4.9,,,    1000.8,    1004.2,       1.4
대관령,100,07-04,      18.6,      22.9,      15.2,      10.2,      85.2,       5.4,,,     916.0,    1005.5,       3.2
춘천,101,07-04,      24.2,      29.0,      20.1,       9.6,      77.7,       5.4,,,     996.5,    1005.2,       1.1
백령도,102,07-04,      21.2,      24.9,      18.4,       3.4,      85.9,       5.8,       6.9,,     988.5,    1003.7,       3.7
강릉,105,07-04,      23.7,      27.4,      20.5,       8.8,      74.1,       5.4,,,    1002.5,    1005.5,       1.9
동해,106,07-04,      22.2,      25.8,      19.5,      10.2,      82.2,       5.5,,,    1001.0,    1005.3,       1.9
서울,108,07-04,      24.4,      28.3,      21.1,      11.5,      75.7,       4.6,       7.0,       4.0,     995.4,    1005.2,       2.1
인천,112,07-04,      23.1,      26.7,      20.5,       9.5,      84.3,       5.7,       7.0,       4.0,     997.1,    1005.0,       2.4
원주,114,07-04,      24.3,      29.1,      20.3,      10.6,      74.7,       4.8,,,     988.3,    1005.2,       1.0
울릉도,115,07-04,      21.4,      24.3,      19.1,       7.4,      86.0,       5.2,       7.3,       4.0,     980.9,    1006.2,       3.3
수원,119,07-04,      24.1,      28.5,      20.7,      10.0,      80.2,       4.9,       7.0,       4.1,    1001.4,    1005.5,       1.7
영월,121,07-04,      23.1,      28.7,      18.9,      10.4,      77.9,       4.8,,,     978.1,    1005.2,       1.2
충주,127,07-04,      24.2,      29.2,      20.0,       7.8,      73.3,       5.0,,,     994.3,    1005.4,       1.4
서산,129,07-04,      23.3,      27.5,      20.0,       7.2,      84.2,       4.7,,,    1002.6,    1005.5,       2.5
울진,130,07-04,      21.9,      25.5,      18.9,       9.0,      85.0,       5.4,,,     999.9,    1005.6,       2.6
청주,131,07-04,      24.8,      29.2,      21.3,       9.5,      73.9,       4.9,       7.4,       4.2,     998.8,    1005.4,       1.7
대전,133,07-04,      24.5,      28.5,      21.1,      10.4,      79.1,       4.8,       7.3,       3.9,     997.6,    1005.5,       1.8
추풍령,135,07-04,      23.0,      27.8,      19.1,      11.0,      78.9,       4.7,,,     977.9,    1005.6,       1.7
안동,136,07-04,      23.7,      28.7,      19.8,       9.4,      77.7,       5.2,       7.2,       4.2,     989.8,    1005.8,       1.4
상주,137,07-04,      23.7,      28.3,      20.2,      13.0,      80.8,       4.1,,,     993.5,    1004.6,       1.1
포항,138,07-04,      24.1,      27.6,      21.3,       8.7,      79.5,       5.1,       7.3,       4.0,    1005.8,    1006.2,       2.3
군산,140,07-04,      23.7,      27.4,      21.0,      11.0,      86.6,       4.3,,,    1002.5,    1005.6,       2.9
울산,152,07-04,      23.9,      27.8,      20.8,       8.6,      80.0,       4.4,       7.4,,    1001.3,    1006.1,       1.9
창원,155,07-04,      23.8,      27.4,      21.2,       9.7,      82.7,       4.0,       7.5,,    1003.5,    1006.0,       2.0
광주,156,07-04,      24.4,      28.3,      21.5,      10.7,      82.1,       3.4,       8.1,,     997.4,    1005.7,       2.4
부산,159,07-04,      22.8,      25.9,      20.5,      10.7,      85.7,       4.5,       7.6,       3.4,     998.3,    1006.3,       3.5
통영,162,07-04,      22.8,      25.9,      20.6,      10.7,      86.9,       3.8,,,    1003.0,    1006.6,       2.4
목포,165,07-04,      23.4,      26.5,      21.1,       9.4,      87.6,       3.6,       7.9,       3.0,    1001.1,    1005.9,       3.2
여수,168,07-04,      23.0,      25.5,      21.1,      10.0,      86.1,       4.0,       7.9,       3.6,     998.6,    1006.3,       3.4
흑산도,169,07-04,      21.4,      24.5,      19.1,       9.9,      93.5,       2.9,       8.3,,     996.2,    1005.2,       4.6
완도,170,07-04,      23.2,      26.5,      20.6,      10.6,      86.1,       3.7,,,    1002.5,    1006.1,       2.9
고창,172,07-04,      23.8,      27.6,      20.8,      15.2,      89.7,       3.4,,,     999.8,    1005.7,       2.4
제주,184,07-04,      24.5,      27.7,      22.1,       9.0,      80.4,       4.5,       7.5,       4.3,    1003.5,    1006.0,       2.9
고산,185,07-04,      23.0,      25.3,      21.2,       8.6,      91.5,       3.4,,,     997.6,    1005.9,       5.1
성산,188,07-04,      23.4,      26.3,      21.0,      11.8,      87.2,       3.5,,,    1004.4,    1006.5,       2.8
서귀포,189,07-04,      24.0,      26.6,      22.0,      12.7,      87.6,       3.0,       8.3,       3.0,    1000.3,    1006.2,       2.3
진주,192,07-04,      23.9,      28.1,      20.7,      11.1,      81.6,       4.3,,,    1003.0,    1006.0,       1.5
강화,201,07-04,      22.6,      26.7,      19.2,       9.0,      82.2,       5.6,,,    1000.3,    1005.7,       2.0
양평,202,07-04,      24.1,      29.1,      20.0,      10.1,      77.4,       5.4,,,    1000.5,    1006.0,       1.2
이천,203,07-04,      23.8,      28.7,      19.7,       9.1,      75.9,       5.3,,,     996.6,    1005.3,       1.2
인제,211,07-04,      22.6,      28.0,      18.4,       9.7,      76.7,       5.6,,,     982.9,    1005.5,       1.7
홍천,212,07-04,      23.7,      29.3,      19.3,       9.5,      73.8,       5.5,,,     989.6,    1005.6,       1.1
태백,216,07-04,      20.3,      25.2,      16.2,      10.5,      77.6,       5.2,,,     926.4,    1005.0,       1.6
정선군,217,07-04,      22.3,      28.1,      18.1,      20.2,      77.4,       4.8,,,     970.9,    1005.5,       1.5
제천,221,07-04,      22.7,      28.1,      18.4,       9.8,      75.9,       5.5,,,     976.3,    1005.7,       1.3
보은,226,07-04,      23.1,      28.0,      19.2,      11.1,      77.2,       5.0,,,     985.7,    1005.2,       1.2
천안,232,07-04,      23.9,      28.7,      19.9,       8.1,      77.3,       5.3,,,    1001.5,    1005.4,       1.6
보령,235,07-04,      23.3,      27.1,      20.3,       7.5,      84.6,       5.2,,,    1003.5,    1005.7,       2.2
부여,236,07-04,      24.1,      28.7,      20.6,       9.7,      80.6,       4.8,,,    1004.2,    1005.7,       1.3
금산,238,07-04,      23.7,      28.7,      19.7,      13.2,      76.5,       5.0,,,     986.3,    1005.6,       1.1
부안,243,07-04,      23.8,      28.0,      20.8,      11.1,      82.0,       4.9,,,    1004.7,    1005.8,       1.8
임실,244,07-04,      23.0,      27.8,      19.5,      12.9,      80.2,       4.1,,,     978.0,    1005.8,       1.3
정읍,245,07-04,      24.3,      28.7,      20.8,      12.0,      79.3,       4.3,,,    1000.5,    1005.8,       1.3
남원,247,07-04,      24.0,      28.6,      20.5,      12.1,      80.1,       4.4,,,     994.5,    1005.9,       1.4
장수,248,07-04,      22.2,      26.6,      18.5,      14.5,      82.2,       4.2,,,     960.1,    1005.6,       1.8
영광군,252,07-04,      23.9,      27.7,      20.9,      10.6,      85.5,       3.8,,,    1001.0,    1005.2,       2.1
김해시,253,07-04,      24.4,      28.4,      21.6,       7.1,      79.6,       4.6,,,     999.2,    1005.9,       1.9
순창군,254,07-04,      23.8,      28.2,      20.4,      16.2,      81.0,       4.1,,,     991.0,    1005.4,       1.5
양산시,257,07-04,      24.5,      28.6,      21.6,       9.3,      78.7,       3.8,,,    1004.8,    1006.4,       2.5
강진군,259,07-04,      23.8,      27.1,      21.2,       9.2,      85.1,       3.3,,,    1004.3,    1005.7,       2.2
장흥,260,07-04,      23.5,      27.2,      20.6,      10.2,      83.4,       3.5,,,    1001.1,    1006.0,       1.7
해남,261,07-04,      23.5,      27.0,      20.8,       9.3,      84.0,       3.7,,,    1004.1,    1006.2,       2.4
고흥,262,07-04,      23.2,      27.0,      20.2,      10.4,      81.7,       3.8,,,    1000.4,    1006.3,       1.4
의령군,263,07-04,      23.9,      28.2,      20.4,      12.3,      83.7,       3.4,,,    1004.0,    1005.7,       1.3
함양군,264,07-04,      23.5,      28.2,      19.5,      13.2,      85.7,       3.7,,,     988.3,    1005.4,       0.9
진도군,268,07-04,      23.4,      26.8,      20.9,      10.8,,,,,,,       2.0
봉화,271,07-04,      21.8,      27.3,      17.1,      10.2,      78.9,       4.9,,,     969.6,    1005.2,       1.1
영주,272,07-04,      23.2,      28.2,      18.9,      10.7,      76.4,       5.4,,,     981.9,    1005.3,       1.6
문경,273,07-04,      23.1,      28.1,      19.0,      11.2,      79.3,       5.3,,,     986.2,    1005.6,       1.2
청송군,276,07-04,      22.5,      28.0,      18.1,      12.8,      82.1,       4.3,,,     982.2,    1005.6,       1.1
영덕,277,07-04,      22.8,      27.3,      19.3,       8.6,      80.0,       5.8,,,    1002.0,    1006.8,       2.1
의성,278,07-04,      23.8,      29.5,      19.1,       9.2,      76.1,       5.0,,,     996.7,    1005.7,       1.0
구미,279,07-04,      24.3,      29.2,      20.3,      10.4,      76.5,       5.2,,,    1000.6,    1005.9,       1.1
영천,281,07-04,      23.9,      28.7,      19.9,       9.4,      75.8,       5.0,,,     995.6,    1006.2,       1.7
경주시,283,07-04,      23.8,      28.6,      20.1,      10.3,      80.4,       4.1,,,    1001.5,    1005.9,       2.1
경주시,283,07-04,      23.8,      28.6,      20.1,      10.3,      80.4,       4.1,,,    1001.5,    1005.9,       2.1
거창,284,07-04,      23.2,      28.3,      19.3,      12.4,      79.7,       5.0,,,     980.6,    1005.9,       1.2
합천,285,07-04,      24.2,      29.1,      20.3,      11.5,      75.2,       4.5,,,    1002.4,    1006.1,       1.4
밀양,288,07-04,      24.4,      29.0,      20.7,      10.0,      78.2,       4.2,,,    1005.0,    1006.3,       1.5
산청,289,07-04,      23.5,      28.1,      20.0,      13.1,      78.8,       4.7,,,     990.6,    1006.4,       1.3
거제,294,07-04,      23.3,      26.6,      20.5,      13.1,      80.9,       4.2,,,    1001.6,    1006.1,       1.9
남해,295,07-04,      23.7,      27.6,      20.8,      11.9,      80.3,       4.4,,,    1001.7,    1006.9,       1.3
강남,400,07-04,      25.0,      29.2,      21.8,      13.0,,,,,,,       1.8
서초,401,07-04,      25.2,      29.9,      21.8,      11.1,,,,,,,       1.3
강동,402,07-04,      24.8,      29.4,      21.2,      11.8,,,,,,,       1.5
송파,403,07-04,      25.1,      29.5,      21.8,      12.1,,,,,,,       1.7
강서,404,07-04,      24.2,      28.4,      21.2,      11.3,,,,,,,       1.8
양천,405,07-04,      25.2,      29.5,      22.1,      10.9,,,,,,,       1.5
도봉,406,07-04,      24.2,      29.1,      20.5,      12.0,,,,,,,       1.1
노원,407,07-04,      24.0,      29.0,      20.1,      11.6,,,,,,,       1.4
동대문,408,07-04,      25.0,      29.5,      21.8,      12.3,,,,,,,       1.9
중랑,409,07-04,      25.1,      29.4,      21.9,      12.2,,,,,,,       2.2
기상청,410,07-04,      24.5,      28.6,      21.1,      10.8,,,,,,,       1.6
마포,411,07-04,      24.8,      29.0,      21.7,      10.9,,,,,,,       2.2
서대문,412,07-04,      23.8,      28.7,      20.4,      10.6,,,,,,,       1.3
광진,413,07-04,      25.1,      29.4,      21.7,      10.8,,,,,,,       1.7
